Abbreviation,Ambiguous,Case Sensitive,Full Text,Reverse Ambiguous
TGA,TRUE,FALSE,Therapeutic Goods Administration|transient global amnesia|transposition of the great arteries,FALSE
TGDC,FALSE,FALSE,thyroglossal duct cyst,FALSE
TGSE,FALSE,FALSE,turbo gradient spine echo,FALSE
TGV,FALSE,FALSE,transposition of the great vessels,FALSE
TH,TRUE,TRUE,teaching hospital|thyroid hormone,FALSE
Th,FALSE,TRUE,thorium,FALSE
THA,FALSE,FALSE,total hip arthroplasty,FALSE
THAD,FALSE,FALSE,transient hepatic attenuation differences,FALSE
THC,FALSE,FALSE,tetrahydrocannabinol,FALSE
THID,FALSE,FALSE,transient hepatic intensity differences,FALSE
THR,FALSE,TRUE,total hip replacement,FALSE
Thr,FALSE,TRUE,threonine,FALSE
THRIVE,FALSE,FALSE,T1W high resolution isotropic volume examination,FALSE
THz,FALSE,FALSE,terahertz,FALSE
TI,TRUE,TRUE,terminal ileum|thermal index|time to invert,FALSE
Ti,FALSE,TRUE,titanium,FALSE
TIA,FALSE,FALSE,transient ischemic attack,FALSE
Tib,FALSE,FALSE,tibia,FALSE
Tics,FALSE,FALSE,diverticula,FALSE
TID,FALSE,FALSE,transient ischemic dilatation,FALSE
TIFF,FALSE,FALSE,tagged image file format,FALSE
TIMI score,FALSE,FALSE,thrombolysis in myocardial infarction,FALSE
TIPC,FALSE,FALSE,tunnelled indwelling pleural catheter,FALSE
TIPIC,FALSE,FALSE,transient perivascular inflammation of the carotid artery,FALSE
TI-RADS,FALSE,FALSE,thyroid image reporting and data system,FALSE
TIRM,FALSE,FALSE,turbo inversion recovery magnitude,FALSE
TKA,FALSE,FALSE,total knee arthroplasty,FALSE
TKI,FALSE,FALSE,tyrosine kinase inhibitor,FALSE
TKR,FALSE,FALSE,total knee replacement,FALSE
TL,TRUE,TRUE,thoracolumbar|tubal ligation,FALSE
Tl,FALSE,TRUE,thallium,FALSE
TLA,FALSE,FALSE,three letter acronym,FALSE
TLC,TRUE,FALSE,tender loving care|total lung capacity|triple lumen catheter,FALSE
TLE,FALSE,FALSE,temporal lobe epilepsy,FALSE
TLH,FALSE,FALSE,total laparoscopic hysterectomy,FALSE
TLIF,FALSE,FALSE,transforaminal lumbar interbody fusion,FALSE
T-LOC,FALSE,FALSE,transient loss of consciousness,FALSE
TLSO,FALSE,FALSE,thoracolumbosacral orthosis,FALSE
TM,TRUE,TRUE,transverse magnetization|tympanic membrane,FALSE
Tm,FALSE,TRUE,thulium,FALSE
Tmax,FALSE,FALSE,time to maximum,FALSE
TMJ,TRUE,FALSE,temporomandibular joint|trapeziometacarpal joint,FALSE
TMS,FALSE,FALSE,tumefactive multiple sclerosis,FALSE
TMTJ,FALSE,FALSE,tarsometatarsal joint,FALSE
Tn,FALSE,FALSE,troponin,FALSE
TNM,FALSE,FALSE,tumor-nodes-metastases,FALSE
T&O,FALSE,FALSE,trauma and orthopedics,FALSE
TOA,FALSE,FALSE,tubo-ovarian abscess,FALSE
TOC,FALSE,FALSE,trial of catheter,FALSE
TOE,FALSE,FALSE,transesophageal echocardiography,FALSE
TOF,TRUE,FALSE,tetralogy of Fallot|time-of-flight|tracheo-esophageal fistula,FALSE
TOG,FALSE,FALSE,tracheo-esophageal groove,FALSE
TOLAC,FALSE,FALSE,trial of labor after cesarean section,FALSE
Tomo,FALSE,FALSE,tomogram,FALSE
TONE,FALSE,FALSE,tilt optimized non-saturated excitation,FALSE
TOP:,TRUE,FALSE,tail of pancreas|tender on palpation|termination of pregnancy,FALSE
TORCH,FALSE,FALSE,toxoplasmosis other rubella CMV herpes,FALSE
TOS,FALSE,FALSE,thoracic outlet syndrome,FALSE
TOV,FALSE,FALSE,trial of void,FALSE
TP,FALSE,FALSE,transverse process,FALSE
tPA,FALSE,FALSE,tissue plasminogen activator,FALSE
TPC,FALSE,FALSE,tunnelled pleural catheter,FALSE
TPN,FALSE,FALSE,total parenteral nutrition,FALSE
TPT,TRUE,FALSE,tibioperoneal trunk|transpyloric tube,FALSE
TR,TRUE,FALSE,time to repeat|tricuspid regurgitation,FALSE
T/R,FALSE,FALSE,transmit receive,FALSE
TRALI,FALSE,FALSE,transfusion-related acute lung injury,FALSE
TRAQ,FALSE,FALSE,time-resolved acquisition,FALSE
TRH,FALSE,FALSE,thyroid-releasing hormone,FALSE
TRICKS,FALSE,FALSE,time-resolved imaging of contrast kinetics,FALSE
Trig,FALSE,FALSE,triggered,FALSE
Triple-A syndrome,FALSE,FALSE,achalasia-addisonianism-alacrima syndrome,FALSE
TRO,TRUE,FALSE,to rule out|triple-rule-out,FALSE
Trop,FALSE,FALSE,troponin,FALSE
Trp,FALSE,FALSE,tryptophan,FALSE
TrueFISP,FALSE,FALSE,true fast imaging with steady state precession,FALSE
TRUFI,FALSE,FALSE,true fast imaging with steady state precession,FALSE
TRUS,FALSE,FALSE,transrectal ultrasound,FALSE
TS,TRUE,FALSE,transverse section|tricuspid stenosis|tuberous sclerosis,FALSE
TSA,FALSE,FALSE,total shoulder arthroplasty,FALSE
tSDH,FALSE,FALSE,traumatic subdural hemorrhage,FALSE
TSE,FALSE,FALSE,turbo spin echo,FALSE
TSETF,FALSE,FALSE,turbo spin echo turbo factor,FALSE
TSF,FALSE,FALSE,Taylor spatial frame,FALSE
TSH,FALSE,FALSE,thyroid-stimulating hormone,FALSE
TSR,FALSE,FALSE,total shoulder replacement,FALSE
TT-TG,FALSE,FALSE,tibial tuberosity - trochlear groove sulcus distance,FALSE
TTE,FALSE,FALSE,transthoracic echocardigraphy,FALSE
TTFO,TRUE,FALSE,told to f**k off|to take fluids orally,FALSE
TTN,FALSE,FALSE,transient tachypnea of the newborn,FALSE
TTP,TRUE,FALSE,thrombotic thrombocytopenic purpura|time to peak,FALSE
TTS,FALSE,FALSE,triple-tissue sampling,FALSE
TUBS,FALSE,FALSE,traumatic unilateral dislocation with a Bankart lesion requiring surgery,FALSE
TurboFLASH,FALSE,FALSE,turbo fast low angle shot,FALSE
TurboGRASS,FALSE,FALSE,turbo gradient recalled acquisition in steady state,FALSE
TurboGSE,FALSE,FALSE,turbo gradient spin echo,FALSE
TurboIR,FALSE,FALSE,turbo inversion recovery,FALSE
TURBT,FALSE,FALSE,transurethral resection of bladder tumor,FALSE
TURP,FALSE,FALSE,transurethral resection of the prostate,FALSE
TV,TRUE,FALSE,tidal volume|transvaginal|tricuspid valve|tunica vaginalis,FALSE
TVH,FALSE,FALSE,total vaginal hysterectomy,FALSE
TVR,FALSE,FALSE,tricuspid valve replacement,FALSE
TWB,TRUE,FALSE,total weight bearing|touch weight bearing,FALSE
TWI,FALSE,FALSE,T-wave inversion,FALSE
TWIST,FALSE,FALSE,time-resolved angiography with stochastic trajectories,FALSE
TWOC,FALSE,FALSE,trial without catheter,FALSE
Tx,TRUE,FALSE,transplant|treatment|tumor cannot be assessed,FALSE
TXA,FALSE,FALSE,tranexamic acid,FALSE
Tyr,FALSE,FALSE,tyrosine,FALSE
TZ,FALSE,FALSE,transition zone,FALSE
U,TRUE,FALSE,uracil|uranium|selenocysteine,FALSE
UA,TRUE,FALSE,umbilical artery|urine analysis,FALSE
UAC,FALSE,FALSE,umbilical arterial catheter,FALSE
UAE,FALSE,FALSE,uterine artery embolization,FALSE
U&Es,FALSE,FALSE,urea and electrolytes,FALSE
UBC,FALSE,FALSE,unicameral bone cyst,FALSE
UBO,FALSE,FALSE,unidentified bright object,FALSE
UC,TRUE,FALSE,ulcerative colitis|urinary catheter,FALSE
UCL,FALSE,FALSE,ulnar collateral ligament,FALSE
UEC,FALSE,FALSE,urea electrolytes creatinine,FALSE
UG,FALSE,FALSE,undergraduate,FALSE
UGIB,FALSE,FALSE,upper gastrointestinal bleeding,FALSE
UHF,FALSE,FALSE,ultrahigh field,FALSE
UIP,FALSE,FALSE,usual interstitial pneumonia,FALSE
UIQ,FALSE,FALSE,upper inner quadrant,FALSE
UL,FALSE,FALSE,upper limb,FALSE
UO,FALSE,FALSE,ureteric orifice,FALSE
UOQ,FALSE,FALSE,upper outer quadrant,FALSE
UPJ,FALSE,FALSE,ureteropelvic junction,FALSE
UPPP,FALSE,FALSE,uvulopalatopharyngoplasty,FALSE
UPS,FALSE,FALSE,uninterruptible power supply,FALSE
UPSI,FALSE,FALSE,unprotected sexual intercourse,FALSE
UQ,FALSE,FALSE,upper quartile,FALSE
URT,FALSE,FALSE,upper respiratory tract,FALSE
URTI,FALSE,FALSE,upper respiratory tract infection,FALSE
US,FALSE,FALSE,ultrasound,FALSE
USG,FALSE,FALSE,ultrasonography,FALSE
USMLE,FALSE,FALSE,United States Medical Licensing Exam,FALSE
USPIO,FALSE,FALSE,ultra small superparamagnetic iron oxide,FALSE
USS,FALSE,FALSE,ultrasound scan,FALSE
USWP,FALSE,FALSE,ulnar-sided wrist pain,FALSE
Ut,FALSE,FALSE,uterus,FALSE
UTE,FALSE,FALSE,ultrashort echo time,FALSE
UTI,FALSE,FALSE,urinary tract infection,FALSE
UTSE,FALSE,FALSE,ultrashort turbo spin echo,FALSE
UV,TRUE,FALSE,ultraviolet|umbilical vein,FALSE
UVC,FALSE,FALSE,umbilical venous catheter,FALSE
UVJ,FALSE,FALSE,ureterovesical junction,FALSE
UZ,FALSE,FALSE,upper zone,FALSE
V,TRUE,TRUE,coagulation factor V|five|volt,FALSE
v,FALSE,TRUE,version,FALSE
VA,TRUE,FALSE,Department of Veterans Affairs|vertebral artery|visual acuity,FALSE
VAC,FALSE,FALSE,vacuum-assisted closure,FALSE
VACTER,FALSE,FALSE,vertebral anal cardiac tracheoesophageal renal,FALSE
VACTERL,FALSE,FALSE,vertebral anal cardiac tracheoesophageal renal limb defects,FALSE
VAD,FALSE,FALSE,ventricular assistance device,FALSE
Val,FALSE,FALSE,valine,FALSE
VALI,FALSE,FALSE,ventilator-associated lung injury,FALSE
VAP,FALSE,FALSE,ventilator-acquired pneumonia,FALSE
VASARI,FALSE,FALSE,visually accessible Rembrandt images,FALSE
VAST,FALSE,FALSE,variable sampling in time,FALSE
VAT,FALSE,FALSE,view angle tilting,FALSE
VATS,FALSE,FALSE,video-assisted thoracoscopic surgery,FALSE
VB,FALSE,FALSE,vertebral body,FALSE
VBAC,FALSE,FALSE,vaginal birth after cesarean section,FALSE
VBG,FALSE,FALSE,venous blood gas,FALSE
VC,TRUE,FALSE,vestibulocochlear|virtual colonoscopy|vital capacity,FALSE
vCJD,FALSE,FALSE,variant Creutzfeld-Jakob disease,FALSE
VCME,FALSE,FALSE,vicarious contrast material excretion,FALSE
VCU,FALSE,FALSE,venous compression ultrasound,FALSE
VD,TRUE,FALSE,vaginal delivery|vascular dementia|vas deferens|venereal disease,FALSE
VDRL,FALSE,FALSE,venereal disease research laboratory,FALSE
VEMP,FALSE,FALSE,vestibular-evoked myogenic potentials,FALSE
VENC,FALSE,FALSE,velocity encoding,FALSE
VF,TRUE,FALSE,ventricular fibrillation|visual field,FALSE
VGKC,FALSE,FALSE,voltage-gated potassium channel,FALSE
VH,TRUE,FALSE,vaginal hysterectomy|visible hematuria,FALSE
VHL,FALSE,FALSE,von Hippel Lindau,FALSE
VI,TRUE,FALSE,abducens nerve|hepatic segment VI|six,FALSE
VIBE,FALSE,FALSE,volume interpolated breathhold examination,FALSE
VIBRANT,FALSE,FALSE,volume imaging for breast assessment,FALSE
VII,TRUE,FALSE,coagulation factor VII|facial nerve|hepatic segment VII|seven,FALSE
VIII,TRUE,FALSE,coagulation factor VIII|eight|hepatic segment VIII|vestibulocochlear nerve,FALSE
VISI,FALSE,FALSE,volar intercalated segmental instability,FALSE
VISTA,FALSE,FALSE,volume isotropic turbo spin echo acquisition,FALSE
VIT,FALSE,FALSE,vitamin,FALSE
viz,FALSE,FALSE,namely,FALSE
VLCFA,FALSE,FALSE,very long chain fatty acids,FALSE
VLDL,FALSE,FALSE,very low density lipoprotein,FALSE
VNA,FALSE,FALSE,vendor-neutral archive,FALSE
VNS,FALSE,FALSE,vagal nerve stimulator,FALSE
VOD,FALSE,FALSE,veno-occlusive disease,FALSE
VOG,FALSE,FALSE,vein of Galen,FALSE
VOI,FALSE,FALSE,volume of interest,FALSE
VOL,FALSE,FALSE,volume,FALSE
VOM,FALSE,FALSE,vein of Marshall,FALSE
VOMIT,FALSE,FALSE,victim of modern imaging technology,FALSE
Voxel,FALSE,FALSE,volume element,FALSE
VP,FALSE,FALSE,ventriculoperitoneal,FALSE
VPS,FALSE,FALSE,ventriculoperitoneal shunt,FALSE
VPSPr,FALSE,FALSE,variably protease-sensitive prionopathy,FALSE
VQ,FALSE,FALSE,ventilation perfusion,FALSE
VR,TRUE,FALSE,vasectomy reversal|virtual reality|voice recognition,FALSE
VRE,FALSE,FALSE,vancomycin-resistant enterococcus,FALSE
VRS,FALSE,FALSE,Virchow-Robin space,FALSE
VRT,FALSE,FALSE,volume-rendered transformation,FALSE
VS,FALSE,FALSE,versus,FALSE
VSD,FALSE,FALSE,ventricular septal defect,FALSE
VSS,FALSE,FALSE,vital signs stable,FALSE
VT,TRUE,FALSE,tidal volume|ventricular tachycardia,FALSE
VTE,FALSE,FALSE,venous thromboembolism,FALSE
VUJ,FALSE,FALSE,vesicoureteric junction,FALSE
VV,TRUE,FALSE,varicella vaccine|varicose veins|venous varix,FALSE
VWD,FALSE,FALSE,von Willebrand disease,FALSE
VZV,FALSE,FALSE,varicella zoster virus,FALSE
V1,TRUE,FALSE,ophthalmic nerve first division of the trigeminal nerve|primary visual cortex,FALSE
V2,TRUE,FALSE,maxillary nerve second division of the trigeminal nerve|secondary visual cortex,FALSE
V3,TRUE,FALSE,mandibular nerve third division of the trigeminal nerve|third visual cortex,FALSE
W,TRUE,FALSE,tryptophan|tungsten|watt|weight|width,FALSE
WAGR,FALSE,FALSE,Wilms tumor aniridia genitourinary anomalies retardation,FALSE
WATS,FALSE,FALSE,water selective,FALSE
WAVE,FALSE,FALSE,water selective volume excitation,FALSE
WB,TRUE,TRUE,weight bearing|western blot|whole body,FALSE
Wb,FALSE,TRUE,weber,FALSE
WBAT,FALSE,FALSE,weight bearing as tolerated,FALSE
WBC,FALSE,FALSE,white blood cells,FALSE
WBCT,FALSE,FALSE,whole body CT,FALSE
WB-MRI,FALSE,FALSE,whole body-MRI,FALSE
WBR,FALSE,FALSE,whole body radiation,FALSE
WCC,FALSE,FALSE,white cell count,FALSE
WD,FALSE,FALSE,Whipple disease,FALSE
WHO,FALSE,FALSE,World Health Organization,FALSE
WHOL,FALSE,FALSE,worst headache of life,FALSE
WL,FALSE,FALSE,window level,FALSE
WM,FALSE,FALSE,white matter,FALSE
WNL,FALSE,FALSE,within normal limits,FALSE
WPW,FALSE,FALSE,Wolff-Parkinson-White syndrome,FALSE
WRT,FALSE,FALSE,with regards to,FALSE
WSW,FALSE,FALSE,women who have sex with women,FALSE
Wt,FALSE,FALSE,weight,FALSE
WTU,FALSE,FALSE,ward test urine,FALSE
WW,FALSE,FALSE,window width,FALSE
WWP,FALSE,FALSE,warm and well perfused,FALSE
WWS,FALSE,FALSE,Walker-Warburg syndrome,FALSE
X,TRUE,FALSE,coagulation factor X|sex-determining chromosome|ten|vagus nerve,FALSE
XDR-TB,FALSE,FALSE,extensively drug-resistant tuberculosis,FALSE
Xe,FALSE,FALSE,xenon,FALSE
XI,TRUE,FALSE,accessory nerve|coagulation factor XI|eleven,FALSE
XII,TRUE,FALSE,coagulation factor XII|hypoglossal nerve|twelve,FALSE
XIII,TRUE,FALSE,coagulation factor XIII|thirteen,FALSE
XLIF,FALSE,FALSE,extreme lateral interbody fusion,FALSE
XOA,FALSE,FALSE,x-ray on arrival,FALSE
XR,FALSE,FALSE,x-ray,FALSE
XROA,FALSE,FALSE,x-ray on arrival,FALSE
XRT,FALSE,FALSE,radiotherapy,FALSE
XV,FALSE,FALSE,extended volume,FALSE
Y,TRUE,FALSE,tyrosine|Y chromosome|year|yotta|yttrium,FALSE
Yb,FALSE,FALSE,ytterbium,FALSE
YO,FALSE,FALSE,year old,TRUE
Y/O,FALSE,FALSE,year old,TRUE
Yr,FALSE,FALSE,year,FALSE
YS,FALSE,FALSE,yolk sac,FALSE
YST,FALSE,FALSE,yolk sac tumor,FALSE
Z,TRUE,FALSE,atomic number|Z axis|Zee score,FALSE
ZES,FALSE,FALSE,Zollinger-Ellison syndrome,FALSE
ZIFT,FALSE,FALSE,zygote intrafallopian transfer,FALSE
ZIP,FALSE,FALSE,zero fill interpolation,FALSE
ZMC,FALSE,FALSE,zygomaticomaxillary complex,FALSE
Zn,FALSE,FALSE,zinc,FALSE
ZNS,FALSE,FALSE,Ziehl-Neelsen stain,FALSE
ZOOM,FALSE,FALSE,zonal oblique multisection EPI,FALSE
Zr,FALSE,FALSE,zirconium,FALSE
',FALSE,FALSE,feet,FALSE
"""",FALSE,FALSE,inches,FALSE
?,FALSE,FALSE,query or question,FALSE
~,FALSE,FALSE,approximately,FALSE
#NAME?,FALSE,FALSE,positive,FALSE
#NAME?,FALSE,FALSE,negative,FALSE
xo,FALSE,FALSE,number of hours,FALSE
x/7,FALSE,FALSE,medical shorthand for 'x' number of days,FALSE
x/12,FALSE,FALSE,medical shorthand for 'x' number of months,FALSE
x/24,FALSE,FALSE,medical shorthand for 'x' number of hours,FALSE
x/52,FALSE,FALSE,medical shorthand for 'x' number of weeks,FALSE
1o,FALSE,FALSE,primary,FALSE
2o,FALSE,FALSE,secondary,FALSE
2D,FALSE,FALSE,2-dimensional,FALSE
3o,FALSE,FALSE,tertiary,FALSE
3C syndrome,FALSE,FALSE,craniocerebellocardiac syndrome,FALSE
3D,FALSE,FALSE,3-dimensional,FALSE
3D MVOX,FALSE,FALSE,multivoxel,FALSE
4o,FALSE,FALSE,quaternary,FALSE
4D,FALSE,FALSE,4-dimensional,FALSE
4D-TRAK,FALSE,FALSE,4D timer resolved angiography using keyhole,FALSE
5D,FALSE,FALSE,5-dimensional,FALSE
5-F rule,FALSE,FALSE,fertile fat female fair forty/family history,FALSE
5-FU,FALSE,FALSE,5-fluorouracil,FALSE
6-MP,FALSE,FALSE,6-mercaptopurine,FALSE
6MWT,FALSE,FALSE,6 minute walk test,FALSE
w/,FALSE,FALSE,with,TRUE
w,FALSE,FALSE,with,TRUE
Hb,FALSE,FALSE,hemoglobin,TRUE
Hgb,FALSE,FALSE,hemoglobin,TRUE
AF/RVR,FALSE,FALSE,atrial fibrillation with rapid ventricular response,FALSE
eval,FALSE,FALSE,evaluate,FALSE
pt,FALSE,FALSE,patient,FALSE
chole,FALSE,FALSE,cholecystectomy,FALSE
c/f,FALSE,FALSE,chills and fevers,FALSE
infxn,FALSE,FALSE,infection,FALSE
hypox,FALSE,FALSE,hypoxia,FALSE
ESRD,FALSE,FALSE,end stage renal disease,FALSE
p/w,FALSE,FALSE,presenting with,FALSE
c/w,FALSE,FALSE,consistent with,FALSE
pulm,FALSE,FALSE,pulmonary,FALSE
pcomm,FALSE,FALSE,posterior communicating artery,TRUE
pcom,FALSE,FALSE,posterior communicating artery,TRUE
p-comm,FALSE,FALSE,posterior communicating artery,TRUE
iup,FALSE,FALSE,intrauterine pregnancy,FALSE
appy,FALSE,FALSE,appendicitis,FALSE
RLE,FALSE,FALSE,right lower extremity,FALSE
LLE,FALSE,FALSE,left lower extremity ,FALSE
LUE,FALSE,FALSE,left upper extremity ,FALSE
RUE,FALSE,FALSE,right upper extremity,FALSE
epig,FALSE,FALSE,epigastric,FALSE
ldlt,FALSE,FALSE,living donor liver transplantation,FALSE
